person_relationship_id,person_relationship_sequence,person_id_1,relationship_type,person_id_2,relationship_category,reference_id,relationship_notes
Zebulun_1:Judah_1:588,588,Zebulun_1,brother,Judah_1,logical,GEN 30:19,
Zebulun_1:Dan_1:589,589,Zebulun_1,half-brother,Dan_1,logical,GEN 30:19,
Zebulun_1:Naphtali_1:590,590,Zebulun_1,half-brother,Naphtali_1,logical,GEN 30:19,
Zebulun_1:Gad_1:591,591,Zebulun_1,half-brother,Gad_1,logical,GEN 30:19,
Zebulun_1:Asher_1:592,592,Zebulun_1,half-brother,Asher_1,logical,GEN 30:19,
Zebulun_1:Issachar_1:593,593,Zebulun_1,brother,Issachar_1,logical,GEN 30:19,
Jacob_1:Dinah_1:594,594,Jacob_1,father,Dinah_1,logical,GEN 30:21,
Dinah_1:Jacob_1:595,595,Dinah_1,daughter,Jacob_1,explicit,GEN 30:21,
Leah_1:Dinah_1:596,596,Leah_1,mother,Dinah_1,explicit,GEN 30:21,
Dinah_1:Leah_1:597,597,Dinah_1,daughter,Leah_1,logical,GEN 30:21,
Reuben_1:Dinah_1:598,598,Reuben_1,brother,Dinah_1,logical,GEN 30:21,
Simeon_1:Dinah_1:599,599,Simeon_1,brother,Dinah_1,logical,GEN 30:21,
Levi_1:Dinah_1:600,600,Levi_1,brother,Dinah_1,logical,GEN 30:21,
Judah_1:Dinah_1:601,601,Judah_1,brother,Dinah_1,logical,GEN 30:21,
Dan_1:Dinah_1:602,602,Dan_1,half-brother,Dinah_1,logical,GEN 30:21,
Naphtali_1:Dinah_1:603,603,Naphtali_1,half-brother,Dinah_1,logical,GEN 30:21,
Gad_1:Dinah_1:604,604,Gad_1,half-brother,Dinah_1,logical,GEN 30:21,
Asher_1:Dinah_1:605,605,Asher_1,half-brother,Dinah_1,logical,GEN 30:21,
Issachar_1:Dinah_1:606,606,Issachar_1,brother,Dinah_1,logical,GEN 30:21,
Zebulun_1:Dinah_1:607,607,Zebulun_1,brother,Dinah_1,logical,GEN 30:21,
Dinah_1:Reuben_1:608,608,Dinah_1,sister,Reuben_1,logical,GEN 30:21,
Dinah_1:Simeon_1:609,609,Dinah_1,sister,Simeon_1,logical,GEN 30:21,
Dinah_1:Levi_1:610,610,Dinah_1,sister,Levi_1,logical,GEN 30:21,
Dinah_1:Judah_1:611,611,Dinah_1,sister,Judah_1,logical,GEN 30:21,
Dinah_1:Dan_1:612,612,Dinah_1,half-sister,Dan_1,logical,GEN 30:21,
Dinah_1:Naphtali_1:613,613,Dinah_1,half-sister,Naphtali_1,logical,GEN 30:21,
Dinah_1:Gad_1:614,614,Dinah_1,half-sister,Gad_1,logical,GEN 30:21,
Dinah_1:Asher_1:615,615,Dinah_1,half-sister,Asher_1,logical,GEN 30:21,
Dinah_1:Issachar_1:616,616,Dinah_1,sister,Issachar_1,logical,GEN 30:21,
Dinah_1:Zebulun_1:617,617,Dinah_1,sister,Zebulun_1,logical,GEN 30:21,
Jacob_1:Joseph_1:618,618,Jacob_1,father,Joseph_1,logical,GEN 35:22,
Joseph_1:Jacob_1:619,619,Joseph_1,son,Jacob_1,logical,GEN 30:23,
Rachel_1:Joseph_1:620,620,Rachel_1,mother,Joseph_1,logical,GEN 30:23,
Joseph_1:Rachel_1:621,621,Joseph_1,son,Rachel_1,explicit,GEN 30:23,
Reuben_1:Joseph_1:622,622,Reuben_1,half-brother,Joseph_1,logical,GEN 30:23,
Simeon_1:Joseph_1:623,623,Simeon_1,half-brother,Joseph_1,logical,GEN 30:23,
Levi_1:Joseph_1:624,624,Levi_1,half-brother,Joseph_1,logical,GEN 30:23,
Judah_1:Joseph_1:625,625,Judah_1,half-brother,Joseph_1,logical,GEN 30:23,
Dan_1:Joseph_1:626,626,Dan_1,half-brother,Joseph_1,logical,GEN 30:23,
Naphtali_1:Joseph_1:627,627,Naphtali_1,half-brother,Joseph_1,logical,GEN 30:23,
Gad_1:Joseph_1:628,628,Gad_1,half-brother,Joseph_1,logical,GEN 30:23,
Asher_1:Joseph_1:629,629,Asher_1,half-brother,Joseph_1,logical,GEN 30:23,
Issachar_1:Joseph_1:630,630,Issachar_1,half-brother,Joseph_1,logical,GEN 30:23,
Zebulun_1:Joseph_1:631,631,Zebulun_1,half-brother,Joseph_1,logical,GEN 30:23,
Dinah_1:Joseph_1:632,632,Dinah_1,half-sister,Joseph_1,logical,GEN 30:23,
Joseph_1:Reuben_1:633,633,Joseph_1,half-brother,Reuben_1,logical,GEN 30:23,
Joseph_1:Simeon_1:634,634,Joseph_1,half-brother,Simeon_1,logical,GEN 30:23,
Joseph_1:Levi_1:635,635,Joseph_1,half-brother,Levi_1,logical,GEN 30:23,
Joseph_1:Judah_1:636,636,Joseph_1,half-brother,Judah_1,logical,GEN 30:23,
Joseph_1:Dan_1:637,637,Joseph_1,half-brother,Dan_1,logical,GEN 30:23,
Joseph_1:Naphtali_1:638,638,Joseph_1,half-brother,Naphtali_1,logical,GEN 30:23,
Joseph_1:Gad_1:639,639,Joseph_1,half-brother,Gad_1,logical,GEN 30:23,
Joseph_1:Asher_1:640,640,Joseph_1,half-brother,Asher_1,logical,GEN 30:23,
Joseph_1:Issachar_1:641,641,Joseph_1,half-brother,Issachar_1,logical,GEN 30:23,
Joseph_1:Zebulun_1:642,642,Joseph_1,half-brother,Zebulun_1,logical,GEN 30:23,
Joseph_1:Dinah_1:643,643,Joseph_1,half-brother,Dinah_1,logical,GEN 30:23,
Hamor_1:Shechem_1:644,644,Hamor_1,father,Shechem_1,logical,GEN 34:2,
Shechem_1:Hamor_1:645,645,Shechem_1,son,Hamor_1,explicit,GEN 34:2,
Hivi_1:Hamor_1:646,646,Hivi_1,ancestor,Hamor_1,logical,GEN 34:2,
Hamor_1:Hivi_1:647,647,Hamor_1,descendant,Hivi_1,explicit,GEN 34:2,
Shechem_1:Dinah_1:648,648,Shechem_1,raper,Dinah_1,explicit,GEN 34:2,
Dinah_1:Shechem_1:649,649,Dinah_1,victim,Shechem_1,logical,GEN 34:2,
Simeon_1:Hamor_1:650,650,Simeon_1,killer,Hamor_1,explicit,GEN 34:26,
Simeon_1:Shechem_1:651,651,Simeon_1,killer,Shechem_1,explicit,GEN 34:26,
